temperature,humidity,airQuality,asthma_attack
27.49080237694725,49.89126547733588,1540.9971286829496,0
39.01428612819832,46.63296769851226,613.6703925178097,0
34.6398788362281,34.092313000228806,889.2874804288065,1
31.973169683940732,68.58133360811904,1427.577082658291,0
23.12037280884873,58.12993284069031,1119.551885691616,0
23.119890406724053,89.25607938592029,1555.5707656793195,1
21.161672243363988,22.56876643856466,1934.0534320788615,1
37.3235229154987,71.5094342044101,498.12936911583574,0
32.022300234864176,81.0359102809249,1506.2651178767037,0
34.161451555920905,80.75892553506456,691.5850645745948,0
20.411689885916047,90.88591736764201,1004.6104365928677,0
39.39819704323989,78.32269942635952,355.8666338517377,1
36.648852816008436,94.2248049318157,531.0425498975882,1
24.246782213565524,46.61252798567132,843.6213913831294,1
23.636499344142013,60.256753340123446,881.3758689895744,0
23.668090197068675,21.126373062631252,1829.2948679855629,1
26.084844859190753,20.556606984263297,1561.0819457530756,0
30.495128632644757,39.21012963612159,1952.7110459179698,0
28.638900372842315,28.06457577112682,1318.4215675699088,0
25.824582803960837,40.81690943486029,710.9133445552405,0
32.23705789444759,34.163463562271794,857.0135508667929,1
22.789877213040835,22.28160198709186,843.721069596344,0
25.842892970704362,92.74433171248396,855.0403570275278,0
27.327236865873836,20.65785051111132,1444.0390942900867,0
29.12139968434072,78.88657154696683,1202.3734777537074,1
35.70351922786027,32.171830953561326,955.2211027472953,0
23.993475643167194,92.978369759968,553.4526068388182,0
30.284688768272233,91.42367516719086,337.63657700164805,1
31.848291377240848,72.3120917095406,672.0189518990774,0
20.929008254399953,73.77873198404842,482.70138674675815,0
32.150897038028766,20.427131357575085,1635.256552448807,0
23.41048247374583,98.78972528908817,491.24652828360513,0
21.30103185970559,90.22660828606516,1531.1880034216215,1
38.977710745066666,91.60849805840736,955.6197726193404,0
39.31264066149119,72.73956296406976,424.7432625644192,1
36.167946962329225,47.58295429236292,1681.6410840336957,0
26.092275383467413,91.49189192723847,1285.3719694022427,1
21.95344228012768,43.32135425209539,700.7945718680742,0
33.684660530243136,65.01692346737623,1820.9579963655356,0
28.803049874792027,27.97847778751059,376.93913357993745,0
22.440764696895577,93.75645041062002,643.0933339361969,0
29.903538202225405,31.261636621697065,1578.4797772699637,0
20.687770422304368,37.99174445843258,1505.9424815268117,0
38.186408041575646,64.6507326502572,791.7618793316126,0
25.17559963200034,81.12744001703852,405.4422880997313,0
33.25044568707964,69.54810447490391,1758.7327227824044,0
26.23422152178822,38.57071302401249,833.2859847188344,0
30.401360423556216,20.075443402199227,632.7128053780509,1
30.934205586865595,80.57204642459513,1177.3050980136609,0
23.69708911051054,98.8165860728875,1847.3862387801605,1
39.39169255529117,84.79304962448724,374.0291823337381,0
35.502656467222295,56.816529452529224,1601.8669496525092,1
38.78997883128378,92.30138091192853,1273.204487495805,0
37.89654700855297,52.787813849468,1023.2634981380888,1
31.957999576221702,61.9947267394774,1564.936754978602,0
38.437484700462335,58.17038139165466,1941.901521550775,1
21.76985004103839,55.809909813241994,689.6505589765748,1
23.919657248382904,82.01526154351245,544.2005206226033,0
20.90454577821076,62.14151258155936,1851.898966878585,0
26.506606615265287,45.33736976201729,1437.2202316774162,1
27.77354579378964,40.65265341267826,1044.5762366553422,0
25.426980635477918,23.01978535739467,1274.5412694492811,0
36.57475018303859,66.65561295064367,1567.5436387996149,0
27.135066533871786,38.39691323208274,1614.1542277997191,0
25.618690193747614,31.850713761310647,1863.8201073922398,1
30.853921663164968,72.3063971062142,1025.6327411225584,0
